,name,geometry,City,Median_Rent
99,Fishermans Wharf,"MULTIPOLYGON (((-122.4201781259999 37.80479030700008, -122.4203690459999 37.80572025500004, -122.4205599649999 37.80665773200008, -122.4207432669999 37.80759010600008, -122.4224109219999 37.80738209000009, -122.4221593599999 37.80756130500004, -122.4219166089999 37.80774655700009, -122.4217996289999 37.80784185800007, -122.4216186599999 37.80799308500008, -122.4215369999999 37.80806176900006, -122.4217891749999 37.80837424000003, -122.4217585609999 37.80839534100005, -122.4214932539999 37.80811055200007, -122.4213244969999 37.80827880200007, -122.4215940669999 37.80853273300005, -122.4215649369999 37.80853647800006, -122.4213008759999 37.80830253600004, -122.4210616079999 37.80855571500007, -122.4211021749999 37.80880353400005, -122.4214949319999 37.80913341800004, -122.4214483149999 37.80916321300003, -122.4228861429999 37.81021917100009, -122.4228437789999 37.81025566500006, -122.4213664129999 37.80916113100005, -122.4212103099999 37.80919008200004, -122.4210359639999 37.80895711800008, -122.4209441839999 37.80896737000006, -122.4209109209999 37.80879731000005, -122.4208580509999 37.80879564100007, -122.4207167619999 37.80890044700004, -122.4207599209999 37.80908491900004, -122.4206935899999 37.80908016600006, -122.4206773759999 37.80902209600004, -122.4203605819999 37.80900391900008, -122.4203845069999 37.80893352900006, -122.4206683629999 37.80895807300004, -122.4206352609999 37.80875623900005, -122.4205408779999 37.80876850300007, -122.4204619529999 37.80830305100005, -122.4191039889999 37.80846751000007, -122.4191218979999 37.80854504100006, -122.4189809029999 37.80856211600008, -122.4189659189999 37.80848423000003, -122.4178857009999 37.80861503800008, -122.4179225409999 37.80882192000007, -122.4178440049999 37.80883010600007, -122.4178113599999 37.80864678000006, -122.4177260439999 37.80864556700004, -122.4177313159999 37.80859287600003, -122.4175564619999 37.80857655100004, -122.4174889439999 37.80858366500007, -122.4174847339999 37.80842066000008, -122.4176693159999 37.80837557400008, -122.4176217389999 37.80829552900008, -122.4173852459999 37.80831770500004, -122.4173466719999 37.80812112700005, -122.4163462189999 37.80826030900005, -122.4163546159999 37.80832855800008, -122.4163050189999 37.80833462500004, -122.4163385229999 37.80847611200005, -122.4171848569999 37.80849655100008, -122.4171824919999 37.80853341300008, -122.4161501489999 37.80850284500008, -122.4161444689999 37.80853976100008, -122.4162066389999 37.80854393200008, -122.4161869229999 37.80885398300006, -122.4174282419999 37.80892715300007, -122.4174131489999 37.80916619700008, -122.4192909949999 37.81040337200005, -122.4193145609999 37.81038061100008, -122.4205950369999 37.81126698800006, -122.4203534699999 37.81150956300007, -122.4200018249999 37.81128074600008, -122.4198457139999 37.81132005400008, -122.4199515209999 37.81156302700003, -122.4199157329999 37.81157429300004, -122.4197244119999 37.81113494400006, -122.4192152229999 37.81089374100009, -122.4191862309999 37.81092533500004, -122.4190978749999 37.81091513000007, -122.4189881449999 37.81083541800007, -122.4189355369999 37.81088284500004, -122.4191251439999 37.81102334800005, -122.4190486749999 37.81109444700007, -122.4194661969999 37.81138174400007, -122.4193510909999 37.81148655600003, -122.4188461389999 37.81147336200007, -122.4153523079999 37.80916084900008, -122.4152028099999 37.80916812900006, -122.4151876509999 37.80920415000008, -122.4154128829999 37.80936342200005, -122.4153701859999 37.80940665800006, -122.4150401839999 37.80918611800007, -122.4148892419999 37.80924145200004, -122.4152224749999 37.80943789500009, -122.4151798839999 37.80948119800007, -122.4148463869999 37.80925716300004, -122.4147804059999 37.80928135100004, -122.4147752219999 37.80937185900007, -122.4153408569999 37.80975481000007, -122.4152887289999 37.80983799400008, -122.4145630969999 37.80956430500004, -122.4140240959999 37.80947141800004, -122.4134204239999 37.80923588700006, -122.4133739179999 37.80931795000004, -122.4142815039999 37.80994603800008, -122.4140269019999 37.81013916900008, -122.4137802219999 37.80990739200007, -122.4138565379999 37.80984608100005, -122.4126167089999 37.80907857400007, -122.4124983829999 37.80906552200008, -122.4123978389999 37.80911940800007, -122.4126291689999 37.80939341500005, -122.4125747369999 37.80942735800005, -122.4123273339999 37.80917947400008, -122.4120972339999 37.80928051000006, -122.4123152249999 37.80956183700005, -122.4122534469999 37.80959680900008, -122.4120430849999 37.80934310800006, -122.4120002859999 37.80933246700005, -122.4118948919999 37.80938895000008, -122.4128619769999 37.81052225300004, -122.4127053769999 37.81058442000005, -122.4115096409999 37.81123759600007, -122.4114889119999 37.81121919400005, -122.4113230359999 37.81093970700005, -122.4112452649999 37.81111676000006, -122.4109498139999 37.81122059400008, -122.4109293639999 37.81127924300006, -122.4106819569999 37.81136700900004, -122.4106143749999 37.81135287600006, -122.4104152379999 37.81141442600006, -122.4101489149999 37.81150605500005, -122.4085124899999 37.81128400500006, -122.4075781529999 37.80880347700008, -122.4077060669999 37.80837563400007, -122.4076142589999 37.80839745500003, -122.4075070939999 37.80811474500007, -122.4075482929999 37.80810615100006, -122.4075368339999 37.80807180200009, -122.4074463619999 37.80800736400005, -122.4074868539999 37.80793049500005, -122.4074315209999 37.80790358500008, -122.4073546649999 37.80804858600004, -122.4066443559999 37.80781797200007, -122.4068161289999 37.80999514100006, -122.4067869169999 37.81001700900003, -122.4061283489999 37.81003842500007, -122.4059038859999 37.80715970100005, -122.4057518389999 37.80678647600007, -122.4056587849999 37.80667363100008, -122.4057514269999 37.80650705600004, -122.4056049689999 37.80635377300007, -122.4054886919999 37.80577636200007, -122.4053572409999 37.80569594300005, -122.4069566329999 37.80549446800006, -122.4085212559999 37.80529997600007, -122.4101235899999 37.80509816700004, -122.4103108419999 37.80602771700006, -122.4201781259999 37.80479030700008)))",,
100,Cathedral Hill,"MULTIPOLYGON (((-122.4221352079999 37.78941206100006, -122.4211929739999 37.78475344500004, -122.4206382489999 37.78196076500006, -122.4204395179999 37.78103084100007, -122.4220867919999 37.78082104700007, -122.4237309839999 37.78061162100005, -122.4270167569999 37.78019303000008, -122.4272027559999 37.78111712600008, -122.4273963979999 37.78205693900009, -122.4275843249999 37.78298604600008, -122.4277788709999 37.78392473400004, -122.4279889269999 37.78495387900006, -122.4278942139999 37.78506425400008, -122.4262287859999 37.78527379800005, -122.4262540179999 37.78537908700008, -122.4263617389999 37.78591262300006, -122.4263817939999 37.78600568500008, -122.4261005419999 37.78604090200008, -122.4261225069999 37.78613372500007, -122.4261977159999 37.78650622200007, -122.4264967019999 37.78646824000003, -122.4265621309999 37.78679229200009, -122.4266381089999 37.78678065200006, -122.4266668069999 37.78692466600006, -122.4268646429999 37.78786244200006, -122.4270596729999 37.78878689400005, -122.4254229789999 37.78899469800007, -122.4237810809999 37.78920314000004, -122.4221352079999 37.78941206100006)))",,
101,Japantown,"MULTIPOLYGON (((-122.4279889269999 37.78495387900006, -122.4277788709999 37.78392473400004, -122.4278367579999 37.78388331000008, -122.4285708249999 37.78379149900007, -122.4302374999999 37.78359535700008, -122.4309892539999 37.78350775300004, -122.4327061789999 37.78329259100008, -122.4329142479999 37.78435505600004, -122.4330833979999 37.78515094000005, -122.4332715789999 37.78608542800004, -122.4334599159999 37.78702066700004, -122.4336471239999 37.78795027200005, -122.4320033249999 37.78815907400008, -122.4303559179999 37.78836831100006, -122.4287121109999 37.78857706700006, -122.4270596729999 37.78878689400005, -122.4268646429999 37.78786244200006, -122.4266668069999 37.78692466600006, -122.4266384639999 37.78678243300004, -122.4265621319999 37.78679229300008, -122.4264967029999 37.78646824000003, -122.4262233429999 37.78650296600006, -122.4261977159999 37.78650622100008, -122.4261225069999 37.78613372400008, -122.4261031139999 37.78604058000008, -122.4263700229999 37.78600715800007, -122.4263617399999 37.78591262300006, -122.4262540169999 37.78537908600003, -122.4262256259999 37.78527419500006, -122.4278942139999 37.78506425400008, -122.4279889269999 37.78495387900006)))",,
102,Pacific Heights,"MULTIPOLYGON (((-122.4237929639999 37.79761658100006, -122.4236012969999 37.79669105800008, -122.4234130549999 37.79573710800008, -122.4232271469999 37.79481735400009, -122.4230488029999 37.79393500400005, -122.4228712019999 37.79305000200009, -122.4226941629999 37.79217464400006, -122.4223289549999 37.79036965900008, -122.4221352079999 37.78941206100006, -122.4270596729999 37.78878689400005, -122.4287121109999 37.78857706700006, -122.4303559179999 37.78836831100006, -122.4320033249999 37.78815907400008, -122.4336471239999 37.78795027200005, -122.4338396539999 37.78890628400006, -122.4354855629999 37.78869693900003, -122.4371291949999 37.78848786100008, -122.4387733379999 37.78827839800005, -122.4404401139999 37.78806716500009, -122.4421095249999 37.78785557200007, -122.4437532659999 37.78764721000005, -122.4454021969999 37.78743816400004, -122.4455886369999 37.78836375100008, -122.4459337679999 37.79011861100008, -122.4461168059999 37.79099929400007, -122.4462995479999 37.79187852800004, -122.4464366459999 37.79195668800008, -122.4464744009999 37.79214363300008, -122.4467964419999 37.79424464300007, -122.4468510859999 37.79460112600009, -122.4468650379999 37.79469215000006, -122.4467277769999 37.79470646400006, -122.4452235559999 37.79489793000005, -122.4435734189999 37.79510794500004, -122.4237929639999 37.79761658100006)))",San Francisco,5055.0
103,Lower Pacific Heights,"MULTIPOLYGON (((-122.4404401139999 37.78806716500009, -122.4387733379999 37.78827839800005, -122.4371291949999 37.78848786100008, -122.4354855629999 37.78869693900003, -122.4338396539999 37.78890628400006, -122.4336471239999 37.78795027200005, -122.4334599159999 37.78702066700004, -122.4332715789999 37.78608542800004, -122.4330833979999 37.78515094000005, -122.4329142479999 37.78435505600004, -122.4345620989999 37.78415186300003, -122.4378479429999 37.78371763700005, -122.4394803809999 37.78330848700006, -122.4427930999999 37.78288533600005, -122.4458205109999 37.78248803100007, -122.4460330259999 37.78350919800005, -122.4462472229999 37.78443831200008, -122.4464217089999 37.78537026400005, -122.4466104649999 37.78630229700008, -122.4467927799999 37.78726185300008, -122.4454021969999 37.78743816400004, -122.4437532659999 37.78764721000005, -122.4421095249999 37.78785557200007, -122.4404401139999 37.78806716500009)))",San Francisco,4675.0
104,Chinatown,"MULTIPOLYGON (((-122.4095410479999 37.79385192800004, -122.4097215789999 37.79473682400004, -122.4098987519999 37.79561642400006, -122.4100759699999 37.79649276100008, -122.4102635239999 37.79742018500008, -122.4086188449999 37.79762756100007, -122.4070161629999 37.79782230100005, -122.4066679309999 37.79786461200007, -122.4055129359999 37.79706459000005, -122.4052883969999 37.79690905600006, -122.4051429769999 37.79621095400006, -122.4044121609999 37.79630209700008, -122.4033169449999 37.79553183200005, -122.4031392949999 37.79466628100005, -122.4029573609999 37.79377985700006, -122.4046134209999 37.79356508300009, -122.4044184279999 37.79263865500008, -122.4042198349999 37.79169058300005, -122.4040307239999 37.79076009500005, -122.4055737449999 37.79056523700007, -122.4071488039999 37.79036631100007, -122.4073400159999 37.79129597300005, -122.4075360399999 37.79224900500009, -122.4077271859999 37.79317830100007, -122.4079033019999 37.79406029700004, -122.4095410479999 37.79385192800004)))",San Francisco,4605.0
105,Polk Gulch,"MULTIPOLYGON (((-122.4204934419999 37.78962043700005, -122.4221352079999 37.78941206100006, -122.4223289549999 37.79036965900008, -122.4225149439999 37.79128889000009, -122.4226941629999 37.79217464400006, -122.4228712019999 37.79305000200009, -122.4230488029999 37.79393500400005, -122.4232271469999 37.79481735400009, -122.4234130549999 37.79573710800008, -122.4236012969999 37.79669105800008, -122.4237929639999 37.79761658100006, -122.4239821449999 37.79855245300007, -122.4223369499999 37.79876157800004, -122.4206888019999 37.79897105600008, -122.4205012829999 37.79803346100005, -122.4203168839999 37.79710887500005, -122.4201095249999 37.79609456800006, -122.4199356359999 37.79523766000005, -122.4197527199999 37.79435377900006, -122.4195791229999 37.79346692800004, -122.4194017839999 37.79259308200005, -122.4192217369999 37.79170401500005, -122.4190362109999 37.79078805300009, -122.4188426519999 37.78982993400007, -122.4204934419999 37.78962043700005)))",,
106,North Beach,"MULTIPOLYGON (((-122.4033169449999 37.79553183200005, -122.4044121609999 37.79630209700008, -122.4051429769999 37.79621095400006, -122.4052883969999 37.79690905600006, -122.4055129359999 37.79706459000005, -122.4066679309999 37.79786461200007, -122.4070161629999 37.79782230100005, -122.4086188449999 37.79762756100007, -122.4102635239999 37.79742018500008, -122.4104561589999 37.79837270300004, -122.4106442729999 37.79930285300009, -122.4108336389999 37.80023915900006, -122.4109537399999 37.80083298100004, -122.4113762699999 37.80112513200004, -122.4125412779999 37.80193063600007, -122.4129080849999 37.80218377000006, -122.4137187499999 37.80274320100006, -122.4148767849999 37.80354232400003, -122.4160514229999 37.80435594500005, -122.4168183449999 37.80488715900009, -122.4172261939999 37.80516964900005, -122.4168876719999 37.80521187000005, -122.4152414849999 37.80541717100004, -122.4136041679999 37.80561847900009, -122.4119500879999 37.80582493000009, -122.4103108419999 37.80602771700006, -122.4101235899999 37.80509816700004, -122.4085212559999 37.80529997600007, -122.4083322819999 37.80436707600006, -122.4081459669999 37.80343257600003, -122.4079558569999 37.80250477100009, -122.4077695899999 37.80157082500006, -122.4075844439999 37.80063802000006, -122.4060239139999 37.80083450800004, -122.4058340479999 37.79990085500009, -122.4056452679999 37.79896930800004, -122.4040531299999 37.79917221700003, -122.4024206659999 37.79938214000003, -122.4022286389999 37.79842970100009, -122.4010512929999 37.79858005300008, -122.4008631759999 37.79765413900009, -122.4006813369999 37.79677684200004, -122.4004855359999 37.79587500300005, -122.4016760259999 37.79571937900005, -122.4033169449999 37.79553183200005)))",San Francisco,4650.0
107,Russian Hill,"MULTIPOLYGON (((-122.4100759699999 37.79649276100008, -122.4166527549999 37.79567005100006, -122.4168195229999 37.79651255000005, -122.4199614859999 37.79612664800004, -122.4201095249999 37.79609456800006, -122.4203168839999 37.79710887500005, -122.4205012829999 37.79803346100005, -122.4206888019999 37.79897105600008, -122.4223369499999 37.79876157800004, -122.4239821449999 37.79855245300007, -122.4241705639999 37.79948453200006, -122.4243586669999 37.80041502700004, -122.4245383249999 37.80130371900009, -122.4247312589999 37.80228098300006, -122.4249188039999 37.80320550700009, -122.4251095209999 37.80414584500005, -122.4234660529999 37.80435492400005, -122.4218153159999 37.80456490300008, -122.4201781259999 37.80479030700008, -122.4185306309999 37.80499904300007, -122.4172261939999 37.80516964900005, -122.4168183449999 37.80488715900009, -122.4160514229999 37.80435594500005, -122.4148767849999 37.80354232400003, -122.4137187499999 37.80274320100006, -122.4129080849999 37.80218377000006, -122.4125412779999 37.80193063600007, -122.4113762699999 37.80112513200004, -122.4109537399999 37.80083298100004, -122.4108336389999 37.80023915900006, -122.4106442729999 37.79930285300009, -122.4104561589999 37.79837270300004, -122.4102635239999 37.79742018500008, -122.4100759699999 37.79649276100008)))",San Francisco,5168.0
108,Financial District,"MULTIPOLYGON (((-122.4029573609999 37.79377985700006, -122.4033169449999 37.79553183200005, -122.4016760259999 37.79571937900005, -122.4004855359999 37.79587500300005, -122.3981520669999 37.79618607100008, -122.3969578389999 37.79634685900004, -122.3967836709999 37.79638890300004, -122.3964909439999 37.79645956600007, -122.3961714059999 37.79650495100009, -122.3958424009999 37.79655167900006, -122.3954052709999 37.79668289500006, -122.3951569849999 37.79663523600004, -122.3947971099999 37.79670887400005, -122.3946812239999 37.79658160000008, -122.3931686939999 37.79750801400007, -122.3930915849999 37.79742595800008, -122.3934686029999 37.79720770300008, -122.3941269639999 37.79686338600004, -122.3939319519999 37.79664893200004, -122.3938504299999 37.79668792300004, -122.3937425179999 37.79657463100006, -122.3938778719999 37.79650374500005, -122.3935978889999 37.79619816300004, -122.3935238669999 37.79623703200008, -122.3933972759999 37.79609838600004, -122.3934818539999 37.79605721600007, -122.3932634949999 37.79583121900004, -122.3931993389999 37.79586269400005, -122.3930139259999 37.79565490200008, -122.3930554609999 37.79562826700004, -122.3929977649999 37.79556078900004, -122.3915899339999 37.79620518200005, -122.3911960849999 37.79577902900007, -122.3924114319999 37.79481964000007, -122.3922669659999 37.79466756200009, -122.3919405729999 37.79485372700009, -122.3916494879999 37.79454730400005, -122.3919456199999 37.79433548200006, -122.3917896229999 37.79417126500005, -122.3917340319999 37.79420297200005, -122.3916668839999 37.79413228500005, -122.3916725009999 37.79404796900008, -122.3919817729999 37.79387156900009, -122.3915891189999 37.79352771000003, -122.3917237249999 37.79342887500007, -122.3893097009999 37.79139963300008, -122.3893955449999 37.79131118400005, -122.3900123469999 37.79082694800007, -122.3909710169999 37.79006979900004, -122.3918582899999 37.78936926600005, -122.3927228329999 37.78868666100004, -122.3942762279999 37.78992622900006, -122.3958134209999 37.79115280800005, -122.3975744679999 37.78976259700005, -122.3997980239999 37.78800715900007, -122.4005030959999 37.78745049800006, -122.4010430449999 37.78788961300006, -122.4020657299999 37.78872115200005, -122.4019604339999 37.78892217000003, -122.4019974709999 37.78910264900009, -122.4021896449999 37.79003909600004, -122.4023804019999 37.79096861000005, -122.4040307239999 37.79076009500005, -122.4042198349999 37.79169058300005, -122.4044184279999 37.79263865500008, -122.4046134209999 37.79356508300009, -122.4029573609999 37.79377985700006)))",San Francisco,4245.0
109,Inner Sunset,"MULTIPOLYGON (((-122.4773083949999 37.76544798600008, -122.4610895439999 37.76616108100006, -122.4589468909999 37.76625560500008, -122.4588252269999 37.76621642000003, -122.4585679559999 37.76622068900008, -122.4579769669999 37.76602910800005, -122.4577896239999 37.76601476600007, -122.4577561329999 37.76535415000006, -122.4577181879999 37.76481006800009, -122.4577000339999 37.76454976500008, -122.4578212739999 37.76440942500005, -122.4588150669999 37.76436585800008, -122.4598875549999 37.76431883200007, -122.4597903739999 37.76292593700003, -122.4608429639999 37.76262764200004, -122.4607137489999 37.76255490200003, -122.4605663139999 37.76044196800007, -122.4609934699999 37.76042324600007, -122.4612091069999 37.76006440700007, -122.4615410069999 37.75997815100004, -122.4616126499999 37.75997501000006, -122.4617292379999 37.75994555200003, -122.4621759739999 37.75992596700007, -122.4622309579999 37.75992355700004, -122.4622617369999 37.75991379100009, -122.4623284119999 37.75989263700006, -122.4622860589999 37.75981048200003, -122.4613106639999 37.75930692800006, -122.4615535779999 37.75896373300009, -122.4631725769999 37.75880623600005, -122.4631429239999 37.75874028700008, -122.4632259479999 37.75856248900004, -122.4637815279999 37.75853818000007, -122.4648514909999 37.75849136000005, -122.4659199849999 37.75844459300004, -122.4669926039999 37.75839763600004, -122.4680603429999 37.75835088400004, -122.4691310199999 37.75830399200004, -122.4702041689999 37.75825698300008, -122.4702737789999 37.75925277200008, -122.4703346519999 37.76012355000006, -122.4714085719999 37.76007557200006, -122.4724461729999 37.76002920700006, -122.4736523259999 37.75997529900008, -122.4747243179999 37.75992737600006, -122.4757965629999 37.75987943300004, -122.4768138919999 37.75983393500007, -122.4770108869999 37.76169937400005, -122.4771741109999 37.76355949800006, -122.4773083949999 37.76544798600008)))",San Francisco,4187.0
110,Parnassus Heights,"MULTIPOLYGON (((-122.4529470339999 37.76637407300007, -122.4527584209999 37.76544285300008, -122.4525693529999 37.76450936000003, -122.4520966899999 37.76216675000006, -122.4515530869999 37.75947236500008, -122.4513669409999 37.75857566900004, -122.4520479409999 37.75834370400008, -122.4522978159999 37.75827707200006, -122.4528952669999 37.75806263100009, -122.4533172639999 37.75781968100006, -122.4535944099999 37.75762151100008, -122.4537694589999 37.75746785300004, -122.4540265099999 37.75718000900008, -122.4540776389999 37.75702697600008, -122.4546046229999 37.75692862600005, -122.4547638719999 37.75689890600006, -122.4551094779999 37.75680847600006, -122.4554290189999 37.75672486500008, -122.4556537849999 37.75667843700006, -122.4559063969999 37.75666784000003, -122.4564707919999 37.75674813900008, -122.4568052759999 37.75680048800007, -122.4570381009999 37.75683692600006, -122.4571992829999 37.75682784400004, -122.4573480209999 37.75675492200008, -122.4574315999999 37.75665959800006, -122.4574693509999 37.75656076500007, -122.4574415489999 37.75642459200009, -122.4573497719999 37.75631083200005, -122.4572716639999 37.75620538400005, -122.4572353469999 37.75605227300008, -122.4572608789999 37.75589813600004, -122.4573525779999 37.75568870000006, -122.4574304519999 37.75573606500006, -122.4575385719999 37.75572323500006, -122.4577191639999 37.75566396000005, -122.4578984189999 37.75555394900005, -122.4579936949999 37.75544610000009, -122.4580835219999 37.75529710100005, -122.4581629659999 37.75519877100004, -122.4583227349999 37.75509910700004, -122.4584443019999 37.75507449600008, -122.4587128239999 37.75509926900008, -122.4591015639999 37.75531714600004, -122.4593609849999 37.75546254300008, -122.4594763449999 37.75562018500005, -122.4595645099999 37.75593368300008, -122.4596057029999 37.75622741600006, -122.4596318889999 37.75657156100004, -122.4596650719999 37.75674914900009, -122.4597115699999 37.75699799100005, -122.4597776339999 37.75715136000008, -122.4598989709999 37.75732042100009, -122.4601882689999 37.75752185200008, -122.4603307799999 37.75768272800008, -122.4604738379999 37.75784422000004, -122.4606538729999 37.75799141900006, -122.4607192449999 37.75804486800007, -122.4608403529999 37.75818216000005, -122.4607973969999 37.75831894900006, -122.4607149039999 37.75837520600004, -122.4606071209999 37.75840304700006, -122.4603886679999 37.75845947600004, -122.4601858449999 37.75850080800006, -122.4599947899999 37.75853974200004, -122.4598217529999 37.75857500300009, -122.4596604849999 37.75860786600003, -122.4594833929999 37.75864395400004, -122.4593900299999 37.75870264300005, -122.4593461109999 37.75877730300004, -122.4593896379999 37.75896885500003, -122.4594035149999 37.75902992600004, -122.4594169489999 37.75908905100005, -122.4594993489999 37.75911189000004, -122.4595181919999 37.75915540300008, -122.4598514109999 37.75912347300005, -122.4615532629999 37.75896352200004, -122.4613114399999 37.75930703600005, -122.4622413079999 37.75979180200005, -122.4622693099999 37.75980775800008, -122.4622832389999 37.75981300100005, -122.4623284119999 37.75989263800005, -122.4622617379999 37.75991379100009, -122.4622309569999 37.75992355600005, -122.4621759739999 37.75992596700007, -122.4617304069999 37.75994661900006, -122.4616134399999 37.75997497500003, -122.4615410059999 37.75997815100004, -122.4612091059999 37.76006440700007, -122.4609934709999 37.76042324500008, -122.4605663139999 37.76044196700008, -122.4605816209999 37.76066133900008, -122.4607137489999 37.76255490200003, -122.4608429639999 37.76262764200004, -122.4597903739999 37.76292593700003, -122.4598875549999 37.76431883200007, -122.4588150669999 37.76436585800008, -122.4578212739999 37.76440942500005, -122.4577000339999 37.76454976500008, -122.4577561329999 37.76535415000006, -122.4577896239999 37.76601476600007, -122.4574896709999 37.76593083800009, -122.4571893649999 37.76588054800004, -122.4569134229999 37.76587361400004, -122.4545929229999 37.76616546900004, -122.4529470339999 37.76637407300007)))",,
111,Forest Knolls,"MULTIPOLYGON (((-122.4540776389999 37.75702697600008, -122.4541359099999 37.75670596400005, -122.4541720609999 37.75650687500007, -122.4542504489999 37.75634705600004, -122.4543696659999 37.75618004800009, -122.4545246169999 37.75596297800007, -122.4546732909999 37.75575405900008, -122.4548209789999 37.75554652300008, -122.4549050939999 37.75539013900004, -122.4550066839999 37.75520126300006, -122.4550523879999 37.75511628800007, -122.4550948489999 37.75497653200006, -122.4551253509999 37.75487613600006, -122.4551601479999 37.75450077400006, -122.4551753209999 37.75433709600009, -122.4552360039999 37.75420517300006, -122.4553732519999 37.75401052100005, -122.4555373829999 37.75377443500008, -122.4557034169999 37.75352985100005, -122.4557844709999 37.75341044800007, -122.4559191849999 37.75314793900009, -122.4559945849999 37.75297203000008, -122.4560315449999 37.75288580100005, -122.4560304749999 37.75285367200007, -122.4560051899999 37.75209447200007, -122.4560912809999 37.75180358800009, -122.4564484339999 37.75148331200006, -122.4570319549999 37.75140150000004, -122.4589851009999 37.75194603600005, -122.4597660279999 37.75188470800003, -122.4601448179999 37.75185496000006, -122.4606679679999 37.75181387100008, -122.4611595889999 37.75169349900005, -122.4615236029999 37.75150356000006, -122.4616218069999 37.75151736000004, -122.4618518119999 37.75162420100008, -122.4619983089999 37.75173340700007, -122.4621768809999 37.75186652400004, -122.4623736979999 37.75208381400006, -122.4624675469999 37.75218742300007, -122.4626216849999 37.75231966900009, -122.4627729589999 37.75244945800006, -122.4629270759999 37.75256478100005, -122.4630445489999 37.75265268300006, -122.4631656419999 37.75274329500007, -122.4632870169999 37.75286713100007, -122.4633988319999 37.75298121500003, -122.4635133689999 37.75313750300006, -122.4636404069999 37.75331085000005, -122.4637053289999 37.75344838100006, -122.4637776829999 37.75360165600006, -122.4638004159999 37.75367465300008, -122.4638421299999 37.75380859500007, -122.4638402939999 37.75400094100007, -122.4638388939999 37.75414750500005, -122.4637688419999 37.75442175300009, -122.4637228209999 37.75460192000008, -122.4636788969999 37.75473857100008, -122.4636272889999 37.75478806400008, -122.4635807189999 37.75501414800004, -122.4635544999999 37.75529810100005, -122.4635854489999 37.75573788100007, -122.4636354709999 37.75644865500004, -122.4636576709999 37.75676410800008, -122.4636884949999 37.75720561800006, -122.4637081759999 37.75748752000004, -122.4637231349999 37.75770179000006, -122.4637815279999 37.75853818000007, -122.4632259479999 37.75856248900004, -122.4631429239999 37.75874028700008, -122.4631725769999 37.75880623600005, -122.4615535779999 37.75896373300009, -122.4595181929999 37.75915540200009, -122.4594993489999 37.75911189100009, -122.4594200489999 37.75910269100007, -122.4593461109999 37.75877730300004, -122.4593900299999 37.75870264300005, -122.4594833929999 37.75864395400004, -122.4597255969999 37.75859459800006, -122.4599213409999 37.75855470900007, -122.4601820919999 37.75850157300005, -122.4602982999999 37.75847789200009, -122.4604838089999 37.75843490000005, -122.4607149039999 37.75837520600004, -122.4607973969999 37.75831894900006, -122.4608403529999 37.75818216000005, -122.4607192449999 37.75804486800007, -122.4605881439999 37.75793767800008, -122.4604738379999 37.75784422000004, -122.4602892889999 37.75763589000007, -122.4601882689999 37.75752185200008, -122.4598989709999 37.75732042100009, -122.4597776339999 37.75715136000008, -122.4597115699999 37.75699799100005, -122.4596872179999 37.75686766700005, -122.4596318889999 37.75657156100004, -122.4596186449999 37.75639750200008, -122.4596057029999 37.75622741600006, -122.4595897039999 37.75611333400008, -122.4595645099999 37.75593368300008, -122.4595186749999 37.75577070400004, -122.4594763449999 37.75562018500005, -122.4593609849999 37.75546254300008, -122.4587128239999 37.75509926900008, -122.4585402409999 37.75508334700004, -122.4584443019999 37.75507449600008, -122.4583227349999 37.75509910700004, -122.4581629659999 37.75519877100004, -122.4580835219999 37.75529710100005, -122.4579936949999 37.75544610000009, -122.4578984189999 37.75555394900005, -122.4577811659999 37.75562590900006, -122.4577191639999 37.75566396000005, -122.4576034509999 37.75570194000005, -122.4575385719999 37.75572323500006, -122.4574304519999 37.75573606500006, -122.4573525779999 37.75568870000006, -122.4572608789999 37.75589813600004, -122.4572353469999 37.75605227300008, -122.4572716639999 37.75620538400005, -122.4573497719999 37.75631083200005, -122.4574415489999 37.75642459200009, -122.4574693509999 37.75656076500007, -122.4574315999999 37.75665959800006, -122.4573480209999 37.75675492200008, -122.4571992829999 37.75682784400004, -122.4570381009999 37.75683692600006, -122.4564707919999 37.75674813900008, -122.4560478239999 37.75668796200006, -122.4559063969999 37.75666784000003, -122.4556537849999 37.75667843700006, -122.4554290189999 37.75672486500008, -122.4550669809999 37.75681959500008, -122.4547638719999 37.75689890600006, -122.4540776389999 37.75702697600008)))",San Francisco,4666.0
